-1.20490e+02 	 3.59304e+01 	 2004 	 9 	 28 	 2.28 	 5.94300e+00 	 17 	 20 	 51.55  	 1.000 	 1.500
-1.20521e+02 	 3.58987e+01 	 2004 	 9 	 28 	 2.33 	 4.00700e+00 	 17 	 22 	 17.25  	 1.000 	 1.500
-1.20521e+02 	 3.58987e+01 	 2004 	 9 	 28 	 3.55 	 4.00700e+00 	 17 	 22 	 20.40  	 1.000 	 1.500
-1.20458e+02 	 3.59091e+01 	 2004 	 9 	 28 	 2.77 	 5.93300e+00 	 17 	 22 	 22.55  	 1.000 	 1.500
-1.20471e+02 	 3.59160e+01 	 2004 	 9 	 28 	 2.04 	 5.05700e+00 	 17 	 22 	 33.70  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.23 	 7.07100e+00 	 17 	 22 	 37.55  	 1.000 	 1.500
-1.20471e+02 	 3.59160e+01 	 2004 	 9 	 28 	 2.33 	 5.05700e+00 	 17 	 22 	 41.60  	 1.000 	 1.500
-1.20587e+02 	 3.60257e+01 	 2004 	 9 	 28 	 2.48 	 3.39100e+00 	 17 	 22 	 51.60  	 1.000 	 1.500
-1.20561e+02 	 3.60033e+01 	 2004 	 9 	 28 	 2.64 	 3.91900e+00 	 17 	 22 	 54.80  	 1.000 	 1.500
-1.20399e+02 	 3.58538e+01 	 2004 	 9 	 28 	 2.73 	 4.54800e+00 	 17 	 23 	 48.85  	 1.000 	 1.500
-1.20421e+02 	 3.58686e+01 	 2004 	 9 	 28 	 2.39 	 4.60600e+00 	 17 	 24 	  1.45  	 1.000 	 1.500
-1.20353e+02 	 3.58029e+01 	 2004 	 9 	 28 	 4.71 	 6.15100e+00 	 17 	 24 	 15.10  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.43 	 7.07100e+00 	 17 	 26 	 16.20  	 1.000 	 1.500
-1.20470e+02 	 3.59167e+01 	 2004 	 9 	 28 	 2.50 	 5.29800e+00 	 17 	 26 	 20.30  	 1.000 	 1.500
-1.20413e+02 	 3.58603e+01 	 2004 	 9 	 28 	 2.06 	 4.89700e+00 	 17 	 27 	 30.35  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.08 	 7.07100e+00 	 17 	 27 	 50.35  	 1.000 	 1.500
-1.20471e+02 	 3.59160e+01 	 2004 	 9 	 28 	 2.11 	 5.05700e+00 	 17 	 27 	 54.40  	 1.000 	 1.500
-1.20450e+02 	 3.59021e+01 	 2004 	 9 	 28 	 2.51 	 5.59700e+00 	 17 	 28 	 21.80  	 1.000 	 1.500
-1.20424e+02 	 3.58724e+01 	 2004 	 9 	 28 	 2.71 	 4.61800e+00 	 17 	 28 	 39.35  	 1.000 	 1.500
-1.20401e+02 	 3.58503e+01 	 2004 	 9 	 28 	 3.43 	 5.11500e+00 	 17 	 29 	 14.80  	 1.000 	 1.500
-1.20385e+02 	 3.58312e+01 	 2004 	 9 	 28 	 3.29 	 8.94700e+00 	 17 	 29 	 22.35  	 1.000 	 1.500
-1.20365e+02 	 3.58124e+01 	 2004 	 9 	 28 	 2.40 	 8.97100e+00 	 17 	 29 	 29.75  	 1.000 	 1.500
-1.20476e+02 	 3.59256e+01 	 2004 	 9 	 28 	 2.14 	 5.13000e+00 	 17 	 29 	 35.10  	 1.000 	 1.500
-1.20378e+02 	 3.58223e+01 	 2004 	 9 	 28 	 3.24 	 8.57400e+00 	 17 	 29 	 41.00  	 1.000 	 1.500
-1.20384e+02 	 3.58319e+01 	 2004 	 9 	 28 	 2.25 	 5.81900e+00 	 17 	 30 	  4.05  	 1.000 	 1.500
-1.20424e+02 	 3.58724e+01 	 2004 	 9 	 28 	 2.99 	 4.61800e+00 	 17 	 30 	 38.65  	 1.000 	 1.500
-1.20394e+02 	 3.58495e+01 	 2004 	 9 	 28 	 2.63 	 4.55100e+00 	 17 	 32 	 23.25  	 1.000 	 1.500
-1.20425e+02 	 3.58725e+01 	 2004 	 9 	 28 	 2.11 	 4.98900e+00 	 17 	 32 	 31.70  	 1.000 	 1.500
-1.20424e+02 	 3.58724e+01 	 2004 	 9 	 28 	 3.14 	 4.61800e+00 	 17 	 32 	 42.05  	 1.000 	 1.500
-1.20362e+02 	 3.58135e+01 	 2004 	 9 	 28 	 3.70 	 6.58800e+00 	 17 	 33 	 55.20  	 1.000 	 1.500
-1.20495e+02 	 3.59432e+01 	 2004 	 9 	 28 	 3.55 	 9.30000e+00 	 17 	 35 	 17.70  	 1.000 	 1.500
-1.20385e+02 	 3.58423e+01 	 2004 	 9 	 28 	 2.74 	 4.07300e+00 	 17 	 38 	 39.10  	 1.000 	 1.500
-1.20459e+02 	 3.59103e+01 	 2004 	 9 	 28 	 2.71 	 5.88600e+00 	 17 	 39 	  0.70  	 1.000 	 1.500
-1.20491e+02 	 3.59400e+01 	 2004 	 9 	 28 	 2.54 	 9.68600e+00 	 17 	 39 	 13.85  	 1.000 	 1.500
-1.20401e+02 	 3.58503e+01 	 2004 	 9 	 28 	 2.42 	 5.11500e+00 	 17 	 40 	  3.80  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.98 	 3.81500e+00 	 17 	 41 	  7.25  	 1.000 	 1.500
-1.20461e+02 	 3.59139e+01 	 2004 	 9 	 28 	 2.89 	 6.01400e+00 	 17 	 41 	  9.35  	 1.000 	 1.500
-1.20466e+02 	 3.59149e+01 	 2004 	 9 	 28 	 2.23 	 5.60600e+00 	 17 	 41 	 18.40  	 1.000 	 1.500
-1.20401e+02 	 3.58503e+01 	 2004 	 9 	 28 	 3.59 	 5.11500e+00 	 17 	 41 	 55.80  	 1.000 	 1.500
-1.20403e+02 	 3.58583e+01 	 2004 	 9 	 28 	 2.46 	 4.81600e+00 	 17 	 43 	  6.05  	 1.000 	 1.500
-1.20419e+02 	 3.58635e+01 	 2004 	 9 	 28 	 2.35 	 9.04800e+00 	 17 	 43 	 40.15  	 1.000 	 1.500
-1.20425e+02 	 3.58719e+01 	 2004 	 9 	 28 	 2.00 	 4.51200e+00 	 17 	 43 	 45.50  	 1.000 	 1.500
-1.20405e+02 	 3.58585e+01 	 2004 	 9 	 28 	 2.35 	 4.98000e+00 	 17 	 44 	  6.45  	 1.000 	 1.500
-1.20424e+02 	 3.58724e+01 	 2004 	 9 	 28 	 3.09 	 4.61800e+00 	 17 	 48 	 56.60  	 1.000 	 1.500
-1.20403e+02 	 3.58576e+01 	 2004 	 9 	 28 	 2.67 	 4.83900e+00 	 17 	 49 	  2.95  	 1.000 	 1.500
-1.20434e+02 	 3.58782e+01 	 2004 	 9 	 28 	 2.05 	 5.21700e+00 	 17 	 49 	 43.75  	 1.000 	 1.500
-1.20570e+02 	 3.60343e+01 	 2004 	 9 	 28 	 2.19 	 7.28100e+00 	 17 	 50 	 22.35  	 1.000 	 1.500
-1.20547e+02 	 3.59896e+01 	 2004 	 9 	 28 	 2.47 	 4.10000e+00 	 17 	 54 	 32.55  	 1.000 	 1.500
-1.20364e+02 	 3.58147e+01 	 2004 	 9 	 28 	 2.05 	 4.72900e+00 	 17 	 54 	 44.75  	 1.000 	 1.500
-1.20401e+02 	 3.58503e+01 	 2004 	 9 	 28 	 2.63 	 5.11500e+00 	 17 	 55 	 14.10  	 1.000 	 1.500
-1.20269e+02 	 3.57274e+01 	 2004 	 9 	 28 	 2.99 	 9.61400e+00 	 17 	 57 	 40.80  	 1.000 	 1.500
-1.20330e+02 	 3.57784e+01 	 2004 	 9 	 28 	 2.66 	 8.38800e+00 	 17 	 57 	 43.65  	 1.000 	 1.500
-1.20448e+02 	 3.58944e+01 	 2004 	 9 	 28 	 2.53 	 6.19300e+00 	 18 	 2 	 21.95  	 1.000 	 1.500
-1.20473e+02 	 3.59219e+01 	 2004 	 9 	 28 	 2.14 	 5.20100e+00 	 18 	 2 	 24.70  	 1.000 	 1.500
-1.20373e+02 	 3.58231e+01 	 2004 	 9 	 28 	 2.13 	 6.33800e+00 	 18 	 3 	  8.90  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.28 	 3.81500e+00 	 18 	 3 	 57.15  	 1.000 	 1.500
-1.20473e+02 	 3.59219e+01 	 2004 	 9 	 28 	 2.35 	 5.20100e+00 	 18 	 3 	 59.90  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.42 	 3.81500e+00 	 18 	 4 	 31.30  	 1.000 	 1.500
-1.20473e+02 	 3.59217e+01 	 2004 	 9 	 28 	 2.45 	 5.27500e+00 	 18 	 4 	 34.10  	 1.000 	 1.500
-1.20517e+02 	 3.57600e+01 	 2004 	 9 	 28 	 2.17 	 2.74700e+00 	 18 	 4 	 38.60  	 1.000 	 1.500
-1.20409e+02 	 3.58828e+01 	 2004 	 9 	 28 	 2.27 	 5.60800e+00 	 18 	 8 	 58.15  	 1.000 	 1.500
-1.20516e+02 	 3.59546e+01 	 2004 	 9 	 28 	 2.13 	 6.25900e+00 	 18 	 9 	  1.50  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.84 	 3.81500e+00 	 18 	 9 	 35.90  	 1.000 	 1.500
-1.20473e+02 	 3.59219e+01 	 2004 	 9 	 28 	 2.90 	 5.20100e+00 	 18 	 9 	 38.65  	 1.000 	 1.500
-1.20373e+02 	 3.58231e+01 	 2004 	 9 	 28 	 2.43 	 6.33800e+00 	 18 	 14 	 42.70  	 1.000 	 1.500
-1.20444e+02 	 3.58912e+01 	 2004 	 9 	 28 	 2.63 	 6.21800e+00 	 18 	 28 	 13.95  	 1.000 	 1.500
-1.20365e+02 	 3.58124e+01 	 2004 	 9 	 28 	 2.52 	 8.97100e+00 	 18 	 34 	 45.40  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.26 	 3.81500e+00 	 18 	 34 	 47.80  	 1.000 	 1.500
-1.20477e+02 	 3.59251e+01 	 2004 	 9 	 28 	 2.25 	 5.20200e+00 	 18 	 34 	 50.75  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.02 	 7.07100e+00 	 18 	 37 	 27.35  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.03 	 7.07100e+00 	 18 	 38 	 13.50  	 1.000 	 1.500
-1.20397e+02 	 3.58510e+01 	 2004 	 9 	 28 	 2.77 	 4.70500e+00 	 18 	 45 	  0.75  	 1.000 	 1.500
-1.20327e+02 	 3.57787e+01 	 2004 	 9 	 28 	 2.16 	 4.70300e+00 	 18 	 46 	 48.60  	 1.000 	 1.500
-1.20344e+02 	 3.57923e+01 	 2004 	 9 	 28 	 2.65 	 8.82400e+00 	 18 	 47 	 24.60  	 1.000 	 1.500
-1.20475e+02 	 3.59223e+01 	 2004 	 9 	 28 	 2.05 	 5.12500e+00 	 18 	 47 	 28.20  	 1.000 	 1.500
-1.20476e+02 	 3.59213e+01 	 2004 	 9 	 28 	 2.68 	 5.89200e+00 	 19 	 2 	 27.55  	 1.000 	 1.500
-1.20476e+02 	 3.59213e+01 	 2004 	 9 	 28 	 2.44 	 5.89200e+00 	 19 	 2 	 31.30  	 1.000 	 1.500
-1.20365e+02 	 3.58124e+01 	 2004 	 9 	 28 	 2.27 	 8.97100e+00 	 19 	 5 	  5.00  	 1.000 	 1.500
-1.20480e+02 	 3.59279e+01 	 2004 	 9 	 28 	 2.09 	 5.12400e+00 	 19 	 5 	 10.40  	 1.000 	 1.500
-1.20405e+02 	 3.58372e+01 	 2004 	 9 	 28 	 2.59 	 1.87530e+01 	 19 	 9 	  7.95  	 1.000 	 1.500
-1.20365e+02 	 3.58124e+01 	 2004 	 9 	 28 	 2.22 	 8.97100e+00 	 19 	 13 	 20.10  	 1.000 	 1.500
-1.20416e+02 	 3.58652e+01 	 2004 	 9 	 28 	 2.36 	 4.93500e+00 	 19 	 13 	 33.75  	 1.000 	 1.500
-1.20347e+02 	 3.58045e+01 	 2004 	 9 	 28 	 2.23 	 4.74400e+00 	 19 	 18 	  1.70  	 1.000 	 1.500
-1.20379e+02 	 3.58281e+01 	 2004 	 9 	 28 	 3.06 	 6.76200e+00 	 19 	 23 	 39.10  	 1.000 	 1.500
-1.20359e+02 	 3.58060e+01 	 2004 	 9 	 28 	 3.23 	 9.97200e+00 	 19 	 23 	 42.60  	 1.000 	 1.500
-1.20391e+02 	 3.58360e+01 	 2004 	 9 	 28 	 2.35 	 8.68700e+00 	 19 	 23 	 51.45  	 1.000 	 1.500
-1.20364e+02 	 3.58147e+01 	 2004 	 9 	 28 	 2.21 	 4.72900e+00 	 19 	 24 	 33.95  	 1.000 	 1.500
-1.20474e+02 	 3.59231e+01 	 2004 	 9 	 28 	 2.26 	 4.80400e+00 	 19 	 26 	  5.55  	 1.000 	 1.500
-1.20390e+02 	 3.58355e+01 	 2004 	 9 	 28 	 4.02 	 9.17600e+00 	 19 	 31 	 27.45  	 1.000 	 1.500
-1.20270e+02 	 3.57280e+01 	 2004 	 9 	 28 	 3.02 	 1.04400e+01 	 19 	 33 	 51.35  	 1.000 	 1.500
-1.20417e+02 	 3.58657e+01 	 2004 	 9 	 28 	 2.07 	 4.88800e+00 	 19 	 33 	 57.60  	 1.000 	 1.500
-1.20239e+02 	 3.57002e+01 	 2004 	 9 	 28 	 3.77 	 8.88000e+00 	 19 	 40 	 19.30  	 1.000 	 1.500
-1.20330e+02 	 3.57785e+01 	 2004 	 9 	 28 	 2.86 	 8.64900e+00 	 19 	 40 	 23.27  	 1.000 	 1.500
-1.20305e+02 	 3.57609e+01 	 2004 	 9 	 28 	 2.93 	 3.65900e+00 	 19 	 48 	 18.30  	 1.000 	 1.500
-1.20413e+02 	 3.58620e+01 	 2004 	 9 	 28 	 2.35 	 5.50300e+00 	 19 	 48 	 22.62  	 1.000 	 1.500
-1.20419e+02 	 3.58675e+01 	 2004 	 9 	 28 	 2.24 	 5.40200e+00 	 19 	 51 	 44.71  	 1.000 	 1.500
-1.20453e+02 	 3.59047e+01 	 2004 	 9 	 28 	 3.33 	 5.82900e+00 	 19 	 59 	 24.79  	 1.000 	 1.500
-1.20453e+02 	 3.59050e+01 	 2004 	 9 	 28 	 3.19 	 5.82300e+00 	 19 	 59 	 27.47  	 1.000 	 1.500
-1.20453e+02 	 3.59047e+01 	 2004 	 9 	 28 	 2.36 	 5.82900e+00 	 20 	 0 	 17.49  	 1.000 	 1.500
-1.20452e+02 	 3.59050e+01 	 2004 	 9 	 28 	 2.49 	 5.42700e+00 	 20 	 0 	 20.17  	 1.000 	 1.500
-1.20444e+02 	 3.58912e+01 	 2004 	 9 	 28 	 2.55 	 6.21800e+00 	 20 	 2 	  4.28  	 1.000 	 1.500
-1.20427e+02 	 3.58741e+01 	 2004 	 9 	 28 	 2.63 	 5.12900e+00 	 20 	 5 	 51.25  	 1.000 	 1.500
-1.20327e+02 	 3.57750e+01 	 2004 	 9 	 28 	 2.08 	 8.48900e+00 	 20 	 6 	 33.59  	 1.000 	 1.500
-1.20426e+02 	 3.58733e+01 	 2004 	 9 	 28 	 2.07 	 4.75200e+00 	 20 	 7 	 13.33  	 1.000 	 1.500
-1.20588e+02 	 3.60272e+01 	 2004 	 9 	 28 	 2.04 	 3.81000e+00 	 20 	 8 	 22.89  	 1.000 	 1.500
-1.20292e+02 	 3.57445e+01 	 2004 	 9 	 28 	 2.56 	 1.28120e+01 	 20 	 17 	 34.98  	 1.000 	 1.500
-1.20487e+02 	 3.59337e+01 	 2004 	 9 	 28 	 2.59 	 9.11500e+00 	 20 	 18 	 12.05  	 1.000 	 1.500
-1.20418e+02 	 3.58643e+01 	 2004 	 9 	 28 	 2.07 	 4.37700e+00 	 20 	 19 	 37.67  	 1.000 	 1.500
-1.20436e+02 	 3.58817e+01 	 2004 	 9 	 28 	 2.02 	 5.48300e+00 	 20 	 20 	 48.86  	 1.000 	 1.500
-1.20374e+02 	 3.58244e+01 	 2004 	 9 	 28 	 2.19 	 6.42500e+00 	 20 	 24 	 45.34  	 1.000 	 1.500
-1.20404e+02 	 3.58532e+01 	 2004 	 9 	 28 	 2.03 	 5.21000e+00 	 20 	 35 	 12.26  	 1.000 	 1.500
-1.20485e+02 	 3.59325e+01 	 2004 	 9 	 28 	 3.34 	 5.01700e+00 	 20 	 37 	 25.06  	 1.000 	 1.500
-1.20335e+02 	 3.57805e+01 	 2004 	 9 	 28 	 2.18 	 1.07580e+01 	 20 	 38 	 29.08  	 1.000 	 1.500
-1.20421e+02 	 3.58696e+01 	 2004 	 9 	 28 	 2.08 	 5.31600e+00 	 20 	 38 	 32.88  	 1.000 	 1.500
-1.20477e+02 	 3.59248e+01 	 2004 	 9 	 28 	 2.21 	 5.18200e+00 	 20 	 41 	 17.64  	 1.000 	 1.500
-1.20344e+02 	 3.57952e+01 	 2004 	 9 	 28 	 2.05 	 3.37200e+00 	 20 	 54 	  4.79  	 1.000 	 1.500
-1.20323e+02 	 3.57818e+01 	 2004 	 9 	 28 	 2.12 	 4.16100e+00 	 20 	 55 	  7.26  	 1.000 	 1.500
-1.20560e+02 	 3.60003e+01 	 2004 	 9 	 28 	 2.43 	 2.71000e+00 	 20 	 56 	 29.08  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.77 	 3.81500e+00 	 21 	 1 	 34.68  	 1.000 	 1.500
-1.20472e+02 	 3.59170e+01 	 2004 	 9 	 28 	 2.59 	 5.23900e+00 	 21 	 1 	 37.27  	 1.000 	 1.500
-1.20405e+02 	 3.58372e+01 	 2004 	 9 	 28 	 2.23 	 1.87530e+01 	 21 	 7 	 16.99  	 1.000 	 1.500
-1.20599e+02 	 3.60331e+01 	 2004 	 9 	 28 	 2.41 	 1.52700e+00 	 21 	 14 	 55.69  	 1.000 	 1.500
-1.20559e+02 	 3.59992e+01 	 2004 	 9 	 28 	 2.02 	 2.60200e+00 	 21 	 14 	 57.76  	 1.000 	 1.500
-1.20427e+02 	 3.58741e+01 	 2004 	 9 	 28 	 2.08 	 5.03900e+00 	 21 	 20 	 38.09  	 1.000 	 1.500
-1.20401e+02 	 3.58503e+01 	 2004 	 9 	 28 	 2.50 	 5.11500e+00 	 21 	 21 	 30.19  	 1.000 	 1.500
-1.20529e+02 	 3.59716e+01 	 2004 	 9 	 28 	 2.34 	 6.54400e+00 	 21 	 24 	 23.77  	 1.000 	 1.500
-1.20366e+02 	 3.58163e+01 	 2004 	 9 	 28 	 2.39 	 7.07100e+00 	 21 	 28 	 16.36  	 1.000 	 1.500
-1.20481e+02 	 3.59245e+01 	 2004 	 9 	 28 	 2.18 	 5.70900e+00 	 21 	 28 	 20.76  	 1.000 	 1.500
-1.20522e+02 	 3.59735e+01 	 2004 	 9 	 28 	 2.03 	 4.42900e+00 	 21 	 32 	  9.12  	 1.000 	 1.500
-1.20269e+02 	 3.57274e+01 	 2004 	 9 	 28 	 3.03 	 9.61400e+00 	 21 	 49 	 20.48  	 1.000 	 1.500
-1.20329e+02 	 3.57771e+01 	 2004 	 9 	 28 	 2.94 	 8.57500e+00 	 21 	 49 	 23.24  	 1.000 	 1.500
-1.20411e+02 	 3.58605e+01 	 2004 	 9 	 28 	 2.21 	 5.64300e+00 	 21 	 51 	 45.97  	 1.000 	 1.500
-1.20347e+02 	 3.58045e+01 	 2004 	 9 	 28 	 2.04 	 4.74400e+00 	 21 	 56 	 49.58  	 1.000 	 1.500
-1.20269e+02 	 3.57274e+01 	 2004 	 9 	 28 	 2.22 	 9.61400e+00 	 21 	 57 	 34.68  	 1.000 	 1.500
-1.20342e+02 	 3.57983e+01 	 2004 	 9 	 28 	 2.01 	 4.16300e+00 	 21 	 57 	 37.54  	 1.000 	 1.500
-1.20459e+02 	 3.59103e+01 	 2004 	 9 	 28 	 2.34 	 5.88600e+00 	 21 	 57 	 42.03  	 1.000 	 1.500
-1.20518e+02 	 3.59614e+01 	 2004 	 9 	 28 	 2.22 	 9.83900e+00 	 22 	 4 	 11.69  	 1.000 	 1.500
-1.20487e+02 	 3.59344e+01 	 2004 	 9 	 28 	 3.26 	 5.39400e+00 	 22 	 16 	 31.28  	 1.000 	 1.500
-1.20392e+02 	 3.58281e+01 	 2004 	 9 	 28 	 2.57 	 3.81500e+00 	 22 	 22 	 49.54  	 1.000 	 1.500
-1.20472e+02 	 3.59175e+01 	 2004 	 9 	 28 	 2.65 	 5.23900e+00 	 22 	 22 	 52.04  	 1.000 	 1.500
