309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
154.8 	 27
158.4 	 36
162 	 45
165.6 	 54
169.2 	 63
172.8 	 72
176.4 	 81
180 	 0
183.6 	 9
187.2 	 18
190.8 	 27
194.4 	 36
198 	 45
201.6 	 54
205.2 	 63
208.8 	 72
212.4 	 81
216 	 0
219.6 	 9
223.2 	 18
226.8 	 27
230.4 	 36
234 	 45
237.6 	 54
241.2 	 63
244.8 	 72
248.4 	 81
252 	 0
255.6 	 9
259.2 	 18
262.8 	 27
266.4 	 36
270 	 45
273.6 	 54
277.2 	 63
280.8 	 72
284.4 	 81
288 	 0
291.6 	 9
295.2 	 18
298.8 	 27
302.4 	 36
306 	 45
309.6 	 54
313.2 	 63
316.8 	 72
320.4 	 81
324 	 0
327.6 	 9
331.2 	 18
334.8 	 27
338.4 	 36
342 	 45
345.6 	 54
349.2 	 63
352.8 	 72
356.4 	 81
0 	 0
3.6 	 9
7.2 	 18
10.8 	 27
14.4 	 36
18 	 45
21.6 	 54
25.2 	 63
28.8 	 72
32.4 	 81
36 	 0
39.6 	 9
43.2 	 18
46.8 	 27
50.4 	 36
54 	 45
57.6 	 54
61.2 	 63
64.8 	 72
68.4 	 81
72 	 0
75.6 	 9
79.2 	 18
82.8 	 27
86.4 	 36
90 	 45
93.6 	 54
97.2 	 63
100.8 	 72
104.4 	 81
108 	 0
111.6 	 9
115.2 	 18
118.8 	 27
122.4 	 36
126 	 45
129.6 	 54
133.2 	 63
136.8 	 72
140.4 	 81
144 	 0
147.6 	 9
151.2 	 18
